organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000089963	NHMSYS0021871552	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium	Asplenium scolopendrium x trichomanes = A. x confluens	(T.Moore ex E.J.Lowe) Lawalrée	Species hybrid	Asplenium trichomanes var. confluens;Asplenium trichomanes x Phyllitis scolopendrium;Asplenium trichomanes x Phyllitis scolopendrium (x Asplenophyllitis confluens);Asplenium trichomanes x Phyllitis scolopendrium = X Asplenophyllitis confluens;Asplenium x confluens;X Asplenophyllitis confluens;x Asplenophyllitis confluens		Y																																						
NBNORG0000028230	NBNSYS0000161433	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium	Asplenium septentrionale x trichomanes = A. x alternifolium	Wulfen	Species hybrid	Amesium x germanicum;Asplenium ruta-muraria var. alternifolium;Asplenium ruta-muraria var. germanicum;Asplenium septentrionale x trichomanes;Asplenium x alternifolium;Asplenium x breynii;Asplenium x germanicum;Asplenium x murale																																								
NBNORG0000057230	NHMSYS0000494988	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae		Aster agg.		Species aggregate	Aster aggregate																																								
NBNORG0000096261	NHMSYS0020470202	Animalia	Arthropoda	Insecta	Hemiptera	Asterolecaniidae	Asterodiaspis	Asterodiaspis sp.		Species			Y																																						
NBNORG0000090002	NBNSYS0000033415	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Astilbe	Astilbe chinensis x japonica = A. x arendsii	Arends	Species hybrid	Astilbe chinensis x japonica x rosea;Astilbe japonica x chinensis x rosea;Astilbe rosea;Astilbe x arendsii (A. chinensis x japonica x rosea);Astilbe x rosea	Y	Y																																						
NBNORG0000041163	NBNSYS0100001668	Animalia	Arthropoda	Insecta	Hymenoptera	Tenthredinidae	Athalia	Athalia cornubiae/liberta	species confusion	Species aggregate			Y																																						
NBNORG0000123043	NHMSYS0021843361	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Athallia	Athallia holocarpa s. lat.		Species	Athallia holocarpa;Callopisma pyraceum;Caloplaca holocarpa;Caloplaca holocarpa s. lat.;Caloplaca holocarpa var. pyrithroma;Caloplaca pyracea;Caloplaca pyracea var. pyrithroma;Lecanora pyracea;Lecidea rupestris var. pyrithroma;Placodium pyraceum;Placodium pyraceum f. pictum;Placodium pyraceum var. holocarpum;Placodium pyraceum var. pyrithromum;Verrucaria obliterata var. holocarpa;Verrucaria oblitterata var. holocarpa		Y																								RedList_GB_post2001-LC														
NBNORG0000108522	NHMSYS0021843356	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Athallia	Athallia holocarpa s. str.	(Hoffm.) Arup, Frödén & Søchting	Species	Caloplaca holocarpa s. str.		Y																								RedList_GB_post2001-LC														
NBNORG0000123039	BMSSYS0000042767	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia arachnoidea s. lat.		Species sensu lato			Y																																						
NBNORG0000076667	NHMSYS0001475345	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia epiphylla agg.		Species aggregate			Y																																						
NBNORG0000133227	NHMSYS0021486567	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Atheta	Atheta balcanicola/elongatula		Species aggregate			Y																																						
NBNORG0000091863	NHMSYS0021486677	Animalia	Arthropoda	Insecta	Coleoptera	Cryptophagidae	Atomaria	Atomaria nigriventris/puncticollis/punctithorax		Species aggregate	Atomaria nigriventris		Y																																						
NBNORG0000090365	NHMSYS0001754802	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex	Atriplex glabriuscula x longipes = A. x taschereaui	Stace	Species hybrid	Atriplex glabriuscula x longipes;Atriplex glabriuscula x longipes (A. x taschereaui);Atriplex x taschereaui																																								
NBNORG0000090107	NHMSYS0001754540	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex	Atriplex littoralis x prostrata = A. x hulmeana	Tascher.	Species hybrid	Atriplex littoralis x prostrata;Atriplex littoralis x prostrata (A. x hulmeana);Atriplex x hulmeana			Y																																					
NBNORG0000090111	NHMSYS0001754544	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex	Atriplex longipes x prostrata = A. x gustafssoniana	Tascher.	Species hybrid	Atriplex longipes x prostrata (A. x gustafssoniana);Atriplex x gustafssoniana;Atriplex x gustafssoniana subsp. gustafssoniana;Atriplex x gustafssoniana subsp. kattegatensis;Atriplex x gustafssoniana var. gustafssoniana;Atriplex x gustafssoniana var. kattegatensis			Y																																					
NBNORG0000091458	NHMSYS0021193480	Animalia	Arthropoda	Insecta	Diptera	Agromyzidae	Aulagromyza	Aulagromyza hendeliana/lonicerae		Species aggregate	Paraphytomyza hendeliana/lonicerae		Y																																						
NBNORG0000135095	NHMSYS0021727968	Animalia	Platyhelminthes	Rhabditophora	Seriata	Geoplanidae	Australopacifica	"Australopacifica sp. ""Penzance, 2000"""		Species		Y	Y																																						
NBNORG0000023600	NBNSYS0000034441	Plantae	Tracheophyta	Magnoliopsida	Poales	Poaceae	Avena	Avena fatua x sativa = A. x hybrida	Peterm.	Species hybrid																																									
NBNORG0000041186	NBNSYS0100001880	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya ferina/fuligula agg.		Species aggregate																																									
NBNORG0000095860	NHMSYS0020316775	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya hybrid sp.		Species hybrid																																									
NBNORG0000047984	NHMSYS0021233523	Animalia	Arthropoda	Insecta	Ephemeroptera	Baetidae	Baetis	Baetis rhodani/atlanticus		Species aggregate	Baetis rhodani		Y	Y																																					
NBNORG0000122364	NHMSYS0021165392	Animalia	Arthropoda	Insecta	Ephemeroptera	Baetidae	Baetis	Baetis scambus/fuscatus		Species aggregate			Y																																						
NBNORG0000134515	NHMSYS0021645955	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Bagliettoa	Bagliettoa baldensis s. str.	(A. Massal.) Vězda	Species	Verrucaria baldensis s. str.		Y																																						
NBNORG0000134516	NHMSYS0021645960	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Bagliettoa	Bagliettoa parmigera s. lat.	(J.Steiner) Vězda & Poelt	Species	Bagliettoa baldensis;Verrucaria baldensis;Verrucaria parmigera;Verrucaria sphinctrina		Y																								RedList_GB_post2001-LC														
NBNORG0000116035	NHMSYS0021117317	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera physalus/borealis		Species aggregate					Y																	HabDir-A4	ECCITES-A														WACA-Sch5_sect9.1(kill/injuring),WACA-Sch5_sect9.1(taking),WACA-Sch5_sect9.4.a,WACA-Sch5_sect9.4A,WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c		HabReg-Sch2	ConsRegsNI-Sch2	
NBNORG0000097545	NHMSYS0020528123	Animalia	Mollusca	Gastropoda	Pulmonata	Clausiliidae	Balea	Balea perversa agg.		Species aggregate			Y																																						
NBNORG0000086035	NHMSYS0001689404	Animalia	Chordata	Aves	Gruiformes	Gruidae	Balearica	Balearica regulorum/pavonina		Species aggregate		Y	Y																																						
NBNORG0000041192	NBNSYS0100001913	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Bathyphantes	Bathyphantes gracilis/parvulus		Species aggregate			Y																																						
NBNORG0000137717	NHMSYS0021872337	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	Berberis aggregata x wilsoniae = B. x rubrostilla	Chitt.	Species hybrid		Y	Y																																						
NBNORG0000090339	NHMSYS0001754776	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	Berberis darwinii x empetrifolia = B. x stenophylla	Lindl.	Species hybrid	Berberis darwinii x empetrifolia;Berberis darwinii x empetrifolia (B. x stenophylla);Berberis x stenophylla	Y	Y																																						
NBNORG0000090192	NHMSYS0001754625	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	Berberis vulgaris x thunbergii = B. x ottawensis	C.K.Schneid.	Species hybrid	Berberis x ottawensis																																								
NBNORG0000090003	NHMSYS0001754436	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Bergenia	Bergenia crassifolia x ciliata = B. x schmidtii	(Regel) Silva Tar.	Species hybrid	Bergenia x schmidtii	Y	Y																																						
NBNORG0000090131	NHMSYS0001754564	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula nana x pubescens = B. x intermedia	Thomas ex Gaudin	Species hybrid	Betula alpestris;Betula nana x pubescens;Betula nana x pubescens (B. x intermedia);Betula x intermedia																																								
NBNORG0000028232	NBNSYS0000161443	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula pendula x pubescens = B. x aurata	Borkh.	Species hybrid	Betula hybrida;Betula pendula x pubescens (B. x aurata);Betula x aurata																																								
NBNORG0000116335	NHMSYS0021123549	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula pubescens/pendula		Species aggregate			Y																																						
NBNORG0000123126	NHMSYS0021797757	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia ferruginea s. lat.		Species	Callopisma ferrugineum;Caloplaca aurantiaca;Caloplaca ferruginea;Caloplaca ferruginea agg.;Caloplaca ferruginea s. lat.;Lecanora aurantiaca;Lecanora ferruginea;Lecidea ferruginea;Lichen aurantiacus;Lichen ferrugineus;Placodium ferrugineum		Y																															Scottish_Biodiversity_List							
NBNORG0000108517	NHMSYS0020989825	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia ferruginea s. str.	(Huds.) A. Massal.	Species	Caloplaca ferruginea s. str.		Y																																						
NBNORG0000136165	NHMSYS0021795117	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia herbidella s. lat.		Species	Caloplaca hebridella;Caloplaca herbidella;Caloplaca herbidella s. lat.		Y																													BAP-2007	England_NERC_S.41		Env (Wales) Act S7						
NBNORG0000108520	NHMSYS0020989826	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia herbidella s. str.	(Hue) Servít	Species	Blastenia caesiorufa f. herbidella;Caloplaca herbidella s. str.		Y																																						
NBNORG0000132929	NHMSYS0021486587	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Bledius	Bledius frisius/spectabilis		Species aggregate	Bledius spectabilis		Y																																						
NBNORG0000014427	NBNSYS0000016820	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Blumeria	Blumeria graminis s. lat.		Species	Erysiphe graminis;Oidium monilioides		Y																																						
NBNORG0000135983	NHMSYS0021782130	Fungi	Ascomycota	Leotiomycetes	Helotiales	Erysiphaceae	Blumeria	Blumeria graminis s. str.	(DC.) Speer	Species			Y																																						
NBNORG0000033366	NBNSYS0000179785	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Boccardia	Boccardia cf. polybranchia	(Haswell, 1885)	Species					Y																																				
NBNORG0000090762	NHMSYS0019999411	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis agg.		Species aggregate			Y																																						
NBNORG0000123040	BMSSYS0000043106	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus luridiformis agg.		Species aggregate			Y																																						
NBNORG0000103798	NHMSYS0021639835	Chromista	Foraminifera	Globothalamea	Rotaliida	Bolivinidae	Bolivinellina	Bolivinellina cf. pseudopunctata	(Höglund, 1947)	Species	Bolivina cf. pseudopunctata;Bolivinella cf. pseudopunctata				Y																																				
NBNORG0000091473	NHMSYS0020083749	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria	Boloria selene/euphrosyne		Species aggregate			Y																																						
NBNORG0000104314	NHMSYS0020772188	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus lucorum/terrestris		Species aggregate			Y																																						
NBNORG0000099270	NHMSYS0020546179	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus lucorum/terrestris/magnus/cryptarum		Species aggregate			Y																																						
NBNORG0000048767	NHMSYS0000068144	Animalia	Platyhelminthes	Cestoda	Bothriocephalidea	Bothriocephalidae	Bothriocephalus	Bothriocephalus ? bipunctatus	(Zeder, 1782)	Species																																									
NBNORG0000106850	NHMSYS0020954887	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	Botrylloides cf. diegense	Ritter & Forsyth, 1917	Species					Y																																				
NBNORG0000115856	NHMSYS0021109620	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	Botrylloides cf.diegensis		Species		Y			Y																																				
NBNORG0000123041	BMSSYS0000043151	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea agg.		Species aggregate			Y																																						
NBNORG0000091525	NHMSYS0020108465	Animalia	Arthropoda	Diplopoda	Chordeumatida	Brachychaeteumatidae	Brachychaeteuma	Brachychaeteuma bagnalli/bradeae		Species aggregate			Y																																						
NBNORG0000087661	NHMSYS0021486622	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Brachygluta	Brachygluta haematica/simplicior/sinuata		Species aggregate	Brachygluta haematica		Y																																						
NBNORG0000023533	NBNSYS0000034259	Plantae	Tracheophyta	Magnoliopsida	Poales	Poaceae	Brachypodium	Brachypodium pinnatum x sylvaticum = B. x cugnacii	A.Camus	Species hybrid	Brachypodium pinnatum x sylvaticum;Brachypodium pinnatum x sylvaticum (B. x cugnacii)																																								
NBNORG0000090345	NHMSYS0001754782	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica napus x rapa = B. x harmsiana	O.E.Schulz	Species hybrid	Brassica napus x rapa;Brassica napus x rapa (B. x harmsiana);Brassica x harmsiana																																								
NBNORG0000013703	NHMSYS0021576528	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Bremia	Bremia lactucae s. lat.		Species	Botrytis ganglioniformis;Bremia lactucae;Bremia lactucae f.sp. crepidis;Bremia lactucae f.sp. hieracii;Bremia lactucae f.sp. leontodi;Bremia lactucae f.sp. picridis;Bremia lactucae f.sp. senecionis;Bremia lactucae f.sp. sonchi;Peronospora ganglioniformis		Y																																						
NBNORG0000133387	NHMSYS0021552709	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Bremia	Bremia lactucae s. str.	Regel	Species			Y																																						
NBNORG0000012072	NHMSYS0021578108	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Brevicornu	Brevicornu sp. near arcticum		Species	Brachycampta arctica;Brevicornu arcticum		Y																																						
NBNORG0000090106	NHMSYS0001754539	Plantae	Tracheophyta	Magnoliopsida	Poales	Poaceae	Bromus	Bromus hordeaceus x lepidus = B. x pseudothominei	P.M.Sm.	Species hybrid	Bromus hordeaceus hordeaceus x lepidus;Bromus hordeaceus subsp. pseudothominei;Bromus thominei;Bromus x pseudothominei;Bromus x pseudothominei (B. hordeaceus subsp. hordeaceus x lepidus);Bromus x subsp. pseudothominei;Bromus x thominei																																								
NBNORG0000133228	NHMSYS0021486572	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Brundinia	Brundinia kraneana/meridionalis		Species aggregate			Y																																						
NBNORG0000028234	NBNSYS0000161448	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja davidii x globosa = B. x weyeriana	Weyer	Species hybrid	Buddleja x weyeriana	Y	Y																																						
NBNORG0000000750	BMSSYS0000002947	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	Buellia chlorophaea agg.		Species aggregate			Y																																						
NBNORG0000123273	NHMSYS0001476315	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	Buellia chlorophaea var. tenuis agg.		Species aggregate	Buellia chlorophaea tenuis agg.		Y																																						
NBNORG0000048111	NHMSYS0000067098	Chromista	Foraminifera	Globothalamea	Rotaliida	Buliminidae	Bulimina	Bulimina cf. alazanensis	Cushman, 1927	Species																																									
NBNORG0000033513	NBNSYS0000179971	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Bushiella	Bushiella n. sp.		Species					Y																																				
NBNORG0000133156	NHMSYS0021462933	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Cacopsylla	Cacopsylla fatsiae / Psylla tetrapanaxae		Species		Y	Y																																						
